CustomerID,Recency,Frequency,Monetary,Cluster,Churn,TotalQuantity,AvgUnitPrice,AvgDiscount,AvgShippingCost,Country,PaymentMethod,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,churn_score_rf
10095,184,1,249.40480000000005,3,0,8,52.84,0.41,21.61,Italy,paypall,Electronics,In-store,Not Returned,Royal Mail,Berlin,Low,0.135
10101,1308,1,551.8206,0,0,23,29.62,0.19,11.35,Germany,Bank Transfer,Furniture,Online,Not Returned,UPS,London,High,0.025
10105,411,1,1897.5483000000002,0,0,23,94.83,0.13,12.9,Sweden,Credit Card,Apparel,Online,Not Returned,FedEx,Amsterdam,High,0.0
10109,778,1,305.712,1,1,71,18.96,0.005,15.67,France,Bank Transfer,Accessories,In-store,Not Returned,DHL,Paris,High,0.9
10116,1047,1,2470.0728000000004,0,0,34,93.14,0.22,17.22,Netherlands,Credit Card,Stationery,In-store,Not Returned,FedEx,Berlin,High,0.005
10118,51,1,109.0024,3,0,13,8.92,0.06,22.64,Germany,Bank Transfer,Apparel,In-store,Not Returned,Royal Mail,Paris,High,0.17
10126,42,2,537.6002,2,0,29,46.99,0.20333333333333334,18.496666666666666,Netherlands,Bank Transfer,Accessories,Online,Not Returned,FedEx,Amsterdam,Low,0.0
10131,263,2,1487.1672,2,0,59,53.085,0.36,10.969999999999999,Norway,Bank Transfer,Electronics,In-store,Not Returned,FedEx,Berlin,Low,0.0
10133,1259,1,187.65900000000002,1,1,29,7.19,0.1,5.64,Portugal,Bank Transfer,Stationery,In-store,Not Returned,Royal Mail,Paris,Low,0.98
10135,429,1,983.6999999999999,0,0,45,21.86,0.0,7.4,Italy,Bank Transfer,Electronics,In-store,Not Returned,FedEx,Berlin,Low,0.005
10150,101,1,1262.352,3,0,28,75.14,0.4,16.88,Australia,Credit Card,Electronics,Online,Not Returned,DHL,Rome,Medium,0.0
10153,1087,2,410.602,2,0,20,40.67,0.23,17.46,Australia,Bank Transfer,Accessories,Online,Not Returned,FedEx,Berlin,Medium,0.0
10154,819,1,203.14800000000002,1,1,18,11.4,0.01,11.9,Belgium,Bank Transfer,Accessories,Online,Not Returned,FedEx,Berlin,Medium,0.96
10162,534,1,1539.6480000000001,0,0,48,39.6,0.19,12.0,Sweden,Bank Transfer,Electronics,Online,Not Returned,DHL,Berlin,Medium,0.0
10165,331,2,4707.04,2,0,76,86.675,0.33999999999999997,17.695,Germany,Bank Transfer,Apparel,In-store,Not Returned,DHL,Berlin,Low,0.0
10166,995,1,57.2224,1,1,39,70.42,0.285,17.29,Belgium,Bank Transfer,Furniture,In-store,Not Returned,FedEx,London,High,0.91
10167,370,1,1693.7664,0,0,24,92.86,0.24,16.15,Netherlands,Bank Transfer,Apparel,Online,Not Returned,DHL,Paris,Medium,0.0
10169,828,1,515.8463999999999,0,0,34,43.41,0.25,17.675,Belgium,Credit Card,Accessories,In-store,Not Returned,Royal Mail,Rome,Low,0.005
10171,100,1,119.748,3,0,20,11.74,0.49,23.81,Sweden,paypall,Electronics,In-store,Not Returned,FedEx,Amsterdam,High,0.115
10174,576,3,1198.852,2,0,36,40.803333333333335,0.20333333333333337,17.866666666666667,France,paypall,Electronics,In-store,Not Returned,FedEx,Amsterdam,High,0.0
10185,486,1,306.61199999999997,1,1,6,85.17,0.4,5.68,Norway,Bank Transfer,Electronics,Online,Not Returned,FedEx,Rome,Low,0.925
10189,1297,1,111.111,1,1,11,13.65,0.26,17.05,Spain,Bank Transfer,Furniture,Online,Not Returned,FedEx,Rome,High,0.995
10192,161,1,225.50579999999997,3,0,13,25.14,0.31,23.56,France,Credit Card,Accessories,Online,Not Returned,FedEx,Paris,Low,0.09
10197,33,2,3147.7973999999995,2,0,50,49.945,0.185,21.165,France,Bank Transfer,Accessories,In-store,Not Returned,Royal Mail,Berlin,High,0.0
10210,644,1,1837.3872000000001,0,0,33,60.52,0.08,19.38,Sweden,Bank Transfer,Electronics,In-store,Not Returned,UPS,London,High,0.005
10212,1330,1,80.38799999999999,1,1,61,33.60333333333333,0.27999999999999997,20.83,France,Bank Transfer,Accessories,Online,Not Returned,FedEx,London,Medium,0.945
10213,842,1,3659.3,0,0,43,92.5,0.08,13.59,Germany,Bank Transfer,Electronics,In-store,Not Returned,UPS,Berlin,High,0.0
10215,1269,1,845.804,0,0,38,35.9,0.38,24.54,Belgium,Bank Transfer,Accessories,Online,Not Returned,UPS,London,Medium,0.0
10216,1176,1,91.18799999999999,1,1,51,41.90333333333333,0.26666666666666666,12.986666666666666,Germany,paypall,Electronics,Online,Not Returned,DHL,Berlin,High,0.955
10217,329,1,329.2704,1,1,18,24.72,0.26,23.82,United States,paypall,Accessories,In-store,Not Returned,DHL,London,Low,0.92
10225,858,1,910.91,0,0,13,71.5,0.02,24.42,Sweden,paypall,Apparel,Online,Not Returned,FedEx,Berlin,Low,0.0
10230,633,2,696.2898000000001,2,0,40,55.97,0.24,17.99,Germany,Bank Transfer,Electronics,In-store,Not Returned,DHL,London,High,0.0
10232,57,1,300.96,3,0,38,8.25,0.04,19.86,Netherlands,Bank Transfer,Stationery,Online,Not Returned,DHL,Paris,High,0.03
10245,632,1,332.74559999999997,1,1,16,30.14,0.31,10.11,France,Bank Transfer,Electronics,In-store,Not Returned,DHL,Amsterdam,Low,0.93
10252,276,1,423.228,0,0,66,19.57,0.21500000000000002,7.805000000000001,United Kingdom,Credit Card,Apparel,In-store,Not Returned,Royal Mail,Berlin,Medium,0.01
10257,750,2,2954.4579999999996,2,0,93,66.88,0.25,13.953333333333333,Netherlands,Bank Transfer,Accessories,Online,Not Returned,DHL,Paris,Low,0.0
10259,942,1,262.7478,1,1,42,9.93,0.37,22.33,France,paypall,Accessories,In-store,Not Returned,UPS,Rome,Low,0.935
10266,1162,1,636.6216000000001,0,0,38,24.28,0.31,17.34,United Kingdom,paypall,Electronics,In-store,Not Returned,DHL,Amsterdam,Medium,0.015
10268,239,1,201.18720000000002,1,1,16,22.06,0.43,15.45,Germany,paypall,Electronics,Online,Not Returned,DHL,Amsterdam,High,0.92
10269,893,1,3000.0832,0,0,56,80.655,0.19999999999999998,17.54,Netherlands,Bank Transfer,Apparel,Online,Not Returned,DHL,Amsterdam,Low,0.005
10271,917,1,947.9399999999999,0,0,25,51.24,0.26,5.37,Sweden,paypall,Electronics,Online,Not Returned,DHL,Rome,Low,0.0
10274,877,1,101.1096,1,1,27,6.04,0.38,5.96,Norway,Bank Transfer,Stationery,In-store,Not Returned,UPS,London,Low,0.985
10278,183,1,1546.0362,3,0,68,80.13499999999999,0.27,17.29,Belgium,Bank Transfer,Furniture,Online,Not Returned,FedEx,Paris,High,0.005
10282,1210,1,393.7968,0,0,29,16.56,0.18,18.3,Italy,Credit Card,Apparel,In-store,Not Returned,Royal Mail,Berlin,High,0.02
10287,1105,1,2753.1998999999996,0,0,31,89.71,0.01,28.6,United States,paypall,Electronics,In-store,Not Returned,DHL,Rome,Low,0.0
10292,555,1,257.8968,1,1,43,11.76,0.49,16.92,Spain,Credit Card,Accessories,Online,Not Returned,DHL,Paris,Low,0.925
10296,416,1,18.8496,1,1,12,2.31,0.32,9.17,United Kingdom,Credit Card,Stationery,In-store,Not Returned,Royal Mail,Rome,Low,0.98
10299,1208,1,1154.0144,0,0,22,90.44,0.42,27.51,United States,Credit Card,Accessories,In-store,Not Returned,DHL,Amsterdam,High,0.0
10300,448,1,1408.2945000000002,0,0,15,96.79,0.03,23.26,Australia,Bank Transfer,Stationery,In-store,Not Returned,FedEx,Paris,Medium,0.0
10302,425,1,1848.7151999999999,0,0,38,67.57,0.28,8.19,Sweden,paypall,Accessories,Online,Not Returned,FedEx,Amsterdam,Low,0.005
10303,19,1,584.0315999999999,3,0,18,63.62,0.49,23.26,Belgium,paypall,Electronics,Online,Not Returned,FedEx,Amsterdam,High,0.01
10304,718,1,3332.136,0,0,83,47.98666666666667,0.2333333333333333,18.13,Belgium,Bank Transfer,Furniture,Online,Not Returned,DHL,Berlin,High,0.0
10306,606,1,274.84379999999993,1,1,21,19.83,0.34,27.27,Norway,Credit Card,Electronics,Online,Not Returned,UPS,Rome,Low,0.9
10315,395,2,1123.2018,2,0,43,18.34,0.055,9.985,Norway,Credit Card,Accessories,Online,Not Returned,FedEx,Amsterdam,Low,0.005
10320,1301,1,856.5479999999999,0,0,21,61.8,0.34,9.1,Norway,Bank Transfer,Apparel,In-store,Not Returned,FedEx,Rome,Low,0.0
10323,408,1,3079.6901000000003,0,0,43,86.29,0.17,17.44,Italy,paypall,Accessories,Online,Not Returned,DHL,London,Low,0.0
10324,711,1,645.9534,0,0,37,32.94,0.47,27.57,France,paypall,Electronics,In-store,Not Returned,FedEx,London,High,0.015
10334,766,1,659.736,0,0,36,21.56,0.15,24.63,Sweden,paypall,Apparel,In-store,Not Returned,DHL,Amsterdam,Low,0.005
10336,913,1,610.5,0,0,30,20.35,0.0,9.39,Norway,Bank Transfer,Electronics,In-store,Not Returned,DHL,Paris,Medium,0.02
10338,113,1,2183.0654,3,0,47,65.42,0.29,10.7,Spain,paypall,Apparel,In-store,Not Returned,DHL,Paris,Medium,0.0
10340,103,2,347.76860000000005,2,0,10,37.545,0.325,16.515,Italy,Bank Transfer,Electronics,Online,Not Returned,FedEx,Amsterdam,Low,0.02
10344,171,2,2375.3111999999996,2,0,64,46.62,0.1,17.92,Belgium,Credit Card,Electronics,Online,Not Returned,FedEx,Paris,High,0.0
10345,455,2,1614.5135999999998,2,0,77,41.980000000000004,0.20750000000000002,20.055,Italy,Credit Card,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Low,0.0
10350,732,1,847.4304,0,0,46,19.19,0.04,16.92,Australia,Credit Card,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low,0.005
10353,748,1,559.845,0,0,47,87.445,0.3,7.885,Germany,Credit Card,Electronics,In-store,Not Returned,FedEx,Berlin,High,0.005
10354,795,1,1602.6261999999997,0,0,46,49.07,0.29,6.32,Portugal,Credit Card,Accessories,Online,Not Returned,Royal Mail,Berlin,Low,0.0
10357,27,1,225.472,3,0,32,13.55,0.48,18.98,Sweden,Bank Transfer,Apparel,In-store,Not Returned,DHL,Berlin,High,0.04
10359,332,2,1473.5798,2,0,41,44.64,0.225,25.135,Germany,Bank Transfer,Furniture,Online,Not Returned,DHL,London,Medium,0.0
10363,48,1,764.6959999999999,3,0,40,31.34,0.39,6.4,Germany,paypall,Apparel,In-store,Not Returned,FedEx,Rome,Low,0.01
10364,759,1,343.6125,1,1,25,24.99,0.45,24.46,Sweden,Bank Transfer,Furniture,In-store,Not Returned,UPS,London,Medium,0.8
10366,1219,1,409.10799999999995,0,0,10,53.83,0.24,20.68,France,Credit Card,Stationery,Online,Not Returned,DHL,Berlin,Medium,0.02
10372,424,1,1041.5628,0,0,36,56.73,0.49,29.23,Spain,paypall,Furniture,In-store,Not Returned,UPS,Rome,Low,0.02
10373,637,1,1775.814,0,0,33,65.45,0.30000000000000004,23.92,Netherlands,Bank Transfer,Accessories,In-store,Not Returned,Royal Mail,Berlin,High,0.0
10382,872,2,1015.7636,2,0,31,61.614999999999995,0.45499999999999996,28.369999999999997,Germany,Bank Transfer,Apparel,In-store,Not Returned,Royal Mail,London,Medium,0.0
10388,976,1,119.88,1,1,3,55.5,0.28,26.28,Spain,Credit Card,Stationery,In-store,Not Returned,DHL,Amsterdam,Medium,0.995
10399,1131,1,1352.0813999999998,0,0,34,56.01,0.29,24.53,Portugal,paypall,Electronics,In-store,Not Returned,FedEx,Rome,Low,0.01
10400,447,1,1370.4479999999999,0,0,24,61.4,0.07,29.36,Portugal,paypall,Apparel,Online,Not Returned,UPS,Amsterdam,Low,0.005
10401,197,1,148.51350000000002,1,1,5,52.11,0.43,24.15,United States,Bank Transfer,Electronics,Online,Not Returned,FedEx,Paris,Low,0.89
10407,1132,1,130.9152,1,1,4,41.96,0.22,9.07,Belgium,Credit Card,Electronics,Online,Not Returned,UPS,Amsterdam,Medium,0.99
10410,498,1,500.8020000000001,0,0,10,87.86,0.43,21.69,Netherlands,paypall,Furniture,In-store,Not Returned,FedEx,London,Low,0.01
10412,822,2,4723.9728,2,0,90,68.55,0.24,10.07,Sweden,Credit Card,Accessories,In-store,Not Returned,DHL,Paris,High,0.0
10414,1281,1,608.9526000000001,0,0,23,49.03,0.46,10.18,Italy,Bank Transfer,Accessories,In-store,Not Returned,UPS,Rome,Low,0.005
10418,266,2,1803.5300000000002,2,0,82,71.43666666666667,0.31666666666666665,14.32,France,Bank Transfer,Accessories,Online,Not Returned,UPS,Paris,Medium,0.0
10422,54,1,519.3244,3,0,31,27.02,0.38,7.36,Spain,paypall,Apparel,In-store,Not Returned,UPS,Rome,High,0.0
10425,164,2,2522.3268,2,0,81,34.895,0.16,18.62,Germany,Bank Transfer,Accessories,In-store,Not Returned,FedEx,Berlin,High,0.0
10426,941,1,1241.4027999999998,0,0,22,84.22,0.33,13.53,France,paypall,Stationery,Online,Not Returned,FedEx,Paris,High,0.0
10428,498,2,570.1007999999999,2,0,27,43.335,0.41000000000000003,26.295,Portugal,Bank Transfer,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low,0.0
10429,583,1,284.67199999999997,1,1,32,11.12,0.2,9.53,Portugal,paypall,Apparel,Online,Not Returned,UPS,Berlin,Medium,0.975
10433,566,1,241.85280000000003,1,1,32,12.81,0.41,20.07,Spain,Credit Card,Accessories,Online,Not Returned,FedEx,Berlin,Medium,0.965
10438,1241,1,1896.0479999999998,0,0,30,75.24,0.16,24.76,United States,Credit Card,Accessories,In-store,Not Returned,DHL,London,Low,0.0
10439,103,1,247.6656,3,0,26,15.12,0.37,17.24,United Kingdom,Credit Card,Electronics,Online,Not Returned,FedEx,Paris,Medium,0.05
10449,815,2,783.7847999999999,2,0,31,45.835,0.33,15.945,Norway,Bank Transfer,Accessories,Online,Not Returned,DHL,Amsterdam,Medium,0.0
10457,563,1,1871.292,0,0,30,91.73,0.32,24.27,Sweden,Bank Transfer,Apparel,Online,Not Returned,Royal Mail,Paris,Medium,0.0
10459,470,1,230.5,1,1,5,46.1,0.0,14.05,Australia,Credit Card,Electronics,Online,Not Returned,DHL,Berlin,Low,0.985
10460,494,1,240.16,1,1,16,15.8,0.05,26.06,United States,Credit Card,Furniture,Online,Not Returned,Royal Mail,Amsterdam,High,0.965
10462,203,1,2087.8884000000003,3,0,63,77.76,0.29000000000000004,9.21,France,Bank Transfer,Accessories,In-store,Not Returned,UPS,Amsterdam,Medium,0.0
10469,349,2,201.78319999999997,2,0,42,12.94,0.35,26.695,France,Bank Transfer,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Low,0.05
10470,1011,2,2255.2292,2,0,47,62.81,0.43,20.045,Netherlands,Bank Transfer,Electronics,Online,Not Returned,DHL,Paris,High,0.005
10474,963,1,77.1456,1,1,3,31.36,0.18,17.53,Spain,Credit Card,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Medium,0.98
10477,400,1,852.9087999999999,0,0,16,75.08,0.29,11.73,United Kingdom,Bank Transfer,Stationery,Online,Not Returned,DHL,London,Low,0.005
10484,1125,1,997.4608,0,0,14,85.84,0.17,5.42,Italy,paypall,Furniture,In-store,Not Returned,FedEx,Amsterdam,Medium,0.015
10485,207,1,1839.6719999999998,3,0,45,56.78,0.28,13.2,Norway,Bank Transfer,Apparel,In-store,Not Returned,FedEx,Rome,Low,0.0
10488,1193,1,974.9295999999999,0,0,47,90.3,0.21500000000000002,16.055,France,Credit Card,Accessories,Online,Not Returned,FedEx,Amsterdam,Low,0.005
10491,329,1,335.907,1,1,99,27.17,0.16,18.396666666666665,France,Bank Transfer,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium,0.775
10497,619,1,1417.6734,0,0,26,58.63,0.07,21.15,Italy,Bank Transfer,Accessories,Online,Not Returned,Royal Mail,Paris,High,0.0
10506,536,1,1315.8572,0,0,28,66.19,0.29,25.01,Norway,Credit Card,Electronics,In-store,Not Returned,DHL,Rome,High,0.0
10507,894,2,1594.4606000000003,2,0,59,25.740000000000002,0.195,18.5,Australia,Bank Transfer,Electronics,Online,Not Returned,DHL,Paris,High,0.0
10514,1253,2,1541.6033999999997,2,0,40,61.03,0.030000000000000002,16.34,Italy,Credit Card,Furniture,In-store,Not Returned,FedEx,Amsterdam,Medium,0.0
10515,131,1,3045.0266,3,0,47,84.14,0.23,9.45,Portugal,Bank Transfer,Accessories,In-store,Not Returned,DHL,Amsterdam,Medium,0.0
10518,1001,1,58.0204,1,1,1,79.48,0.27,25.05,United Kingdom,Bank Transfer,Stationery,In-store,Not Returned,DHL,Amsterdam,Medium,0.98
10522,812,2,1934.3930999999998,2,0,25,96.97,0.25,18.814999999999998,Australia,paypall,Apparel,Online,Not Returned,DHL,London,High,0.0
10523,766,1,230.58419999999998,1,1,14,17.71,0.07,5.79,Italy,Bank Transfer,Accessories,Online,Not Returned,Royal Mail,Paris,Medium,0.975
10525,695,1,2355.7338,0,0,42,64.47,0.13,11.42,Portugal,Bank Transfer,Stationery,In-store,Not Returned,UPS,Rome,Medium,0.0
10530,1036,1,1959.6482999999996,0,0,41,69.27,0.31,27.08,Netherlands,paypall,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium,0.01
10531,1219,1,744.0762000000001,0,0,29,31.29,0.18,11.68,Spain,Bank Transfer,Apparel,In-store,Not Returned,Royal Mail,Paris,Low,0.0
10541,419,1,92.736,1,1,28,3.68,0.1,26.32,Portugal,paypall,Furniture,In-store,Not Returned,UPS,Paris,Medium,1.0
10542,795,1,2124.225,0,0,31,74.095,0.12000000000000001,15.105,Belgium,Credit Card,Accessories,In-store,Not Returned,DHL,Berlin,High,0.0
10543,541,1,337.13399999999996,1,1,28,17.45,0.31,24.4,United Kingdom,Credit Card,Accessories,Online,Not Returned,FedEx,Amsterdam,Low,0.965
10546,753,1,1232.6535000000003,0,0,39,55.45,0.43,10.94,United Kingdom,Credit Card,Furniture,In-store,Not Returned,Royal Mail,Berlin,High,0.0
10552,563,1,659.4943999999999,0,0,16,61.52,0.33,21.88,United States,Credit Card,Accessories,In-store,Not Returned,UPS,Berlin,Medium,0.025
10557,984,1,189.56300000000002,1,1,19,18.14,0.45,21.44,Sweden,Bank Transfer,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Low,0.99
10560,597,1,590.9683,0,0,13,54.77,0.17,17.0,Spain,paypall,Furniture,Online,Not Returned,Royal Mail,London,Low,0.005
10561,474,1,215.98499999999999,1,1,42,6.05,0.15,8.01,Australia,paypall,Stationery,Online,Not Returned,FedEx,Paris,High,0.985
10563,930,1,1102.1175,0,0,33,44.53,0.25,16.75,Spain,Bank Transfer,Furniture,Online,Not Returned,FedEx,Paris,High,0.0
10567,785,1,793.4976,0,0,42,23.04,0.18,17.25,Norway,Credit Card,Electronics,Online,Not Returned,FedEx,Berlin,Medium,0.01
10568,557,1,700.5609000000001,0,0,13,66.53,0.19,10.36,United States,Credit Card,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Low,0.005
10570,138,2,823.4427,2,0,33,54.315,0.16999999999999998,5.4,France,Bank Transfer,Apparel,In-store,Not Returned,UPS,Amsterdam,High,0.0
10572,109,1,57.81599999999999,1,1,54,2.995,0.18,16.685,France,Bank Transfer,Accessories,In-store,Not Returned,FedEx,Berlin,High,0.545
10574,1338,1,55.017599999999995,1,1,8,10.42,0.34,12.25,Portugal,Bank Transfer,Accessories,Online,Not Returned,Royal Mail,Paris,High,0.99
10580,964,1,678.2292,0,0,9,76.12,0.01,7.09,Norway,Bank Transfer,Stationery,Online,Not Returned,DHL,Berlin,Medium,0.01
10590,151,1,1206.1704,3,0,47,34.68,0.26,14.32,Portugal,Credit Card,Apparel,Online,Not Returned,FedEx,Berlin,High,0.01
10600,216,1,270.5668,3,0,48,25.103333333333335,0.26,16.386666666666667,France,paypall,Apparel,Online,Not Returned,DHL,Berlin,High,0.43
10602,258,2,1996.5376,2,0,35,78.44,0.27,22.185,France,Bank Transfer,Accessories,In-store,Not Returned,DHL,London,High,0.0
10608,1159,1,69.1834,1,1,22,5.33,0.41,14.99,Belgium,Credit Card,Electronics,In-store,Not Returned,DHL,Amsterdam,High,0.995
10611,1179,1,2104.7944,0,0,46,62.68,0.27,20.8,United States,Bank Transfer,Stationery,Online,Not Returned,Royal Mail,Rome,High,0.0
10618,387,1,3801.8772,0,0,44,92.91,0.07,25.27,France,paypall,Accessories,In-store,Not Returned,DHL,Berlin,Medium,0.0
10620,462,1,1367.3646,0,0,37,58.66,0.37,27.09,Spain,Bank Transfer,Stationery,In-store,Not Returned,DHL,London,Medium,0.0
10627,173,1,1342.7351999999998,3,0,111,43.93,0.21333333333333335,8.923333333333334,Belgium,Credit Card,Stationery,In-store,Not Returned,FedEx,Berlin,High,0.005
10634,941,1,773.058,0,0,11,90.1,0.22,28.36,United States,paypall,Stationery,In-store,Not Returned,UPS,Amsterdam,High,0.0
10635,1125,1,1559.3039999999999,0,0,30,72.19,0.28,23.54,Italy,paypall,Furniture,Online,Not Returned,Royal Mail,Rome,Medium,0.0
10642,870,1,227.15640000000002,1,1,27,15.58,0.46,10.43,Norway,paypall,Apparel,In-store,Not Returned,DHL,London,Low,0.98
10648,909,1,1043.13,0,0,29,59.95,0.4,9.37,United Kingdom,Credit Card,Accessories,In-store,Not Returned,FedEx,Rome,Low,0.0
10657,814,1,93.449,1,1,2,54.97,0.15,12.16,Norway,Credit Card,Stationery,Online,Not Returned,DHL,London,Medium,0.995
10664,505,1,130.1892,1,1,65,9.93,0.195,18.385,France,Credit Card,Apparel,In-store,Not Returned,DHL,Berlin,Low,0.88
10665,885,1,1397.0586,0,0,41,59.78,0.43,11.87,Norway,Bank Transfer,Accessories,Online,Not Returned,FedEx,Rome,Medium,0.0
10668,1095,1,2766.476,0,0,53,86.10499999999999,0.1,19.935000000000002,Spain,Bank Transfer,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,High,0.0
10669,116,1,752.4855,3,0,9,88.01,0.05,18.0,Norway,Bank Transfer,Accessories,Online,Not Returned,FedEx,Berlin,Medium,0.0
10670,472,1,889.344,0,0,36,30.88,0.2,5.03,France,Bank Transfer,Accessories,In-store,Not Returned,DHL,Paris,High,0.015
10673,182,1,87.0048,1,1,2,80.56,0.46,29.52,Italy,Credit Card,Apparel,In-store,Not Returned,FedEx,Rome,High,0.85
10675,212,1,900.4347,3,0,36,61.39,0.12000000000000001,14.75,Norway,Bank Transfer,Furniture,In-store,Not Returned,FedEx,Amsterdam,High,0.005
10676,396,1,704.6415,0,0,9,92.11,0.15,22.84,Norway,Credit Card,Accessories,Online,Not Returned,UPS,London,Low,0.0
10681,372,2,2726.4384,2,0,70,45.42,0.065,24.09,France,Bank Transfer,Accessories,In-store,Not Returned,Royal Mail,Berlin,High,0.0
10685,823,2,1701.261,2,0,22,64.73,0.13,10.379999999999999,Norway,Bank Transfer,Apparel,In-store,Not Returned,Royal Mail,Berlin,High,0.005
10688,1146,1,16.32,1,1,8,2.55,0.2,23.97,Germany,Credit Card,Stationery,Online,Not Returned,FedEx,Rome,Medium,0.995
10695,1110,1,1491.7364,0,0,34,59.29,0.26,23.4,Italy,Bank Transfer,Furniture,In-store,Not Returned,Royal Mail,Paris,Low,0.0
10697,1011,1,822.465,0,0,21,55.95,0.3,23.21,Belgium,paypall,Apparel,Online,Not Returned,DHL,Berlin,Medium,0.005
10702,805,1,301.5114,1,1,89,29.88,0.36000000000000004,15.123333333333333,France,paypall,Stationery,In-store,Not Returned,Royal Mail,Rome,High,0.77
10704,855,1,257.31600000000003,1,1,4,78.45,0.18,24.52,Sweden,Credit Card,Stationery,In-store,Not Returned,UPS,Rome,Medium,0.965
10713,805,1,3480.1535999999996,0,0,91,75.265,0.21500000000000002,17.175,Australia,Credit Card,Electronics,In-store,Not Returned,DHL,London,Low,0.005
10716,984,2,1820.3982,2,0,37,47.55,0.135,15.785,Germany,Credit Card,Electronics,In-store,Not Returned,FedEx,Amsterdam,High,0.0
10718,477,1,983.4044999999999,0,0,47,32.19,0.35,22.08,Germany,paypall,Apparel,In-store,Not Returned,UPS,Berlin,Low,0.015
